"Index","Open","High","Low","Close","Volume"
1970-01-02,510,510,504.6,505.2,106425
1970-01-03,505.05,509.7,501,501.15,158640
1970-01-04,501.45,502.05,498,499.2,135984
1970-01-05,502.5,504.75,500.85,501.15,160620
1970-01-06,500.85,502.8,499.05,500.55,158610
1970-01-07,501.3,507.3,501.3,505.8,198795
1970-01-08,504.9,516.45,504.6,514.95,214656
1970-01-09,514.95,516.6,510.6,512.55,176829
1970-01-10,511.05,521.85,511.05,520.05,212592
1970-01-11,522,522.9,517.35,519,218637
1970-01-12,520.5,522.75,517.05,519.45,221400
1970-01-13,521.4,521.7,516.45,517.8,179553
1970-01-14,519.45,521.1,517.2,520.2,154257
1970-01-15,520.8,534,520.8,532.95,220410
1970-01-16,536.7,537.45,531.3,531.45,242367
1970-01-17,532.65,539.25,531.3,537.75,220722
1970-01-18,538.35,540.45,534.3,535.65,231813
1970-01-19,536.1,539.4,534.6,536.25,167547
1970-01-20,535.95,539.7,532.35,536.1,215175
1970-01-21,534.75,545.55,533.7,545.25,198504
1970-01-22,545.4,546.3,540.9,541.5,221481
1970-01-23,540.45,543.15,539.4,541.35,174003
1970-01-24,539.25,540.6,538.2,538.65,127617
1970-01-25,537.75,547.2,537.75,544.05,226095
1970-01-26,545.25,548.1,541.2,543,227868
1970-01-27,543.9,546.9,541.8,542.85,192957
1970-01-28,543.9,549.6,543.6,549.3,224403
1970-01-29,548.85,551.4,547.5,549.6,166080
1970-01-30,549.9,550.35,541.5,542.85,205296
1970-01-31,542.1,545.4,541.2,544.65,186690
1970-02-01,544.35,556.65,544.05,552.45,230769
1970-02-02,552.75,554.1,548.25,548.55,208842
1970-02-03,549.3,550.95,543.6,545.55,171555
1970-02-04,545.55,548.25,544.95,546,142395
1970-02-05,544.2,550.05,542.4,543.3,211308
1970-02-06,542.4,544.65,539.7,541.35,190410
1970-02-07,541.8,543.3,537.15,540.45,178689
1970-02-08,538.5,543,536.7,542.7,192753
1970-02-09,541.5,548.7,540.45,546.6,247674
1970-02-10,544.65,547.95,541.5,542.1,218739
1970-02-11,541.65,546,541.35,545.4,226941
1970-02-12,548.1,555.3,547.5,551.25,251121
1970-02-13,552.3,552.3,545.7,546.15,190674
1970-02-14,547.5,551.1,545.55,548.25,215223
1970-02-15,548.55,549.3,542.25,542.55,206370
1970-02-16,541.35,543.9,538.65,538.95,68097
1970-02-17,541.2,542.1,537.75,537.9,45198
1970-02-18,538.5,539.25,535.5,537.6,39030
1970-02-19,537,541.5,536.85,539.55,25890
1970-02-20,538.8,540.45,533.7,534.3,29937
1970-02-21,534,535.95,532.8,532.95,27090
1970-02-22,532.5,535.05,529.59,529.59,28485
1970-02-23,544.8,546.45,540,541.05,170673
1970-02-24,542.1,552.75,540.3,551.4,217740
1970-02-25,551.7,552.3,546.45,549.75,193320
1970-02-26,548.55,553.5,547.8,549.6,218511
1970-02-27,550.2,550.5,545.85,547.2,146553
1970-02-28,546.9,547.2,543.45,544.8,143160
1970-03-01,545.1,549.15,544.2,546.9,170598
1970-03-02,546.6,551.55,545.85,549.3,172035
1970-03-03,550.05,552.6,547.5,548.4,159306
1970-03-04,549.9,550.65,547.95,550.05,126420
1970-03-05,551.1,552.6,549,552.3,126552
